id_cliente,nombre_cliente,ciudad,fecha_registro,edad,plan_contratado,antiguedad_meses,uso_datos_gb,num_llamadas_soporte,cargo_mensual,satisfaccion_cliente,valor_vida_cliente,abandono
NC-00236,Eliseo Castro,Guadalajara,2025-06-17,69,Estandar,13,36.2,2,56.47,7,785.13,Si
NC-00237,Isidoro Valerio Tormo Carrión,Teruel,2022-03-12,29,Estandar,52,36.2,5,62.61,5,3287.76,Si
NC-00238,Maxi Heras Cuadrado,Pontevedra,2022-07-15,56,Basico,48,14.9,4,26.56,6,1551.73,No
NC-00239,Leoncio Adrián Raya Buendía,Cuenca,2022-08-29,19,Basico,46,13.4,4,26.94,5,1536.51,No
NC-00240,Sosimo de Serrano,Vizcaya,2021-09-09,20,Estandar,58,39.3,3,52.63,7,3680.06,No
NC-00241,Moisés Correa Valentín,Valencia,2025-08-15,66,Basico,11,,3,35.97,6,396.83,Si
NC-00242,José Manuel Patricio Llano Ribes,La Rioja,2024-07-03,54,Basico,24,18.5,4,31.32,6,1106.94,No
NC-00243,Jovita Hervás Saura,Cádiz,2024-03-12,66,Premium,28,110.1,5,89.44,5,3543.25,No
NC-00244,Blanca del Farré,Barcelona,2024-08-17,73,Estandar,23,60.6,0,65.33,10,2298.4,No
NC-00245,Liliana Piedad Cerezo Baños,Sevilla,2022-09-22,34,Estandar,45,45.7,1,56.79,7,3289.21,No
NC-00246,Rolando Ribera-Nieto,Valencia,2025-04-21,66,Premium,14,134.7,4,94.11,5,1319.18,Si
NC-00247,Débora Acedo,Castellón,2025-12-29,19,Estandar,6,32.2,1,57.24,6,1021.57,No
NC-00248,Primitivo Eustaquio Tovar Comas,La Coruña,2024-06-14,19,Premium,25,131.8,1,105.57,9,3894.18,No
NC-00249,Lupita Tomé Ochoa,Badajoz,2023-01-04,45,Estandar,42,36.2,1,56.65,6,2346.4,Si
NC-00250,Mamen Pi Sarabia,Lugo,2024-02-19,71,Basico,28,13.9,4,34.27,7,1350.64,No
NC-00251,Tomasa Fabregat Haro,Albacete,2021-10-15,40,Basico,57,14.5,3,35.09,6,2455.29,No
NC-00252,Fátima Guillen-Reig,Melilla,2022-07-21,54,Estandar,47,37.8,3,61.0,6,3536.87,No
NC-00253,Federico Suárez Piquer,Badajoz,2023-06-08,49,Estandar,37,40.9,2,65.45,7,3209.15,No
NC-00254,Narcisa Cornejo Valbuena,Salamanca,2022-08-21,50,Basico,46,12.7,2,27.73,7,1609.18,No
NC-00255,Bernardino Vallés Mármol,Ávila,2022-10-03,18,Basico,45,18.3,2,26.61,8,1520.32,No
NC-00256,Ulises Sacristán Cabo,Granada,2023-06-21,36,Basico,36,12.8,3,25.97,5,956.74,Si
NC-00257,Zaida Saura,Ciudad,2024-02-28,19,Basico,28,17.6,2,31.04,6,870.95,Si
NC-00258,Poncio Cobos Redondo,León,2022-08-11,70,Estandar,47,55.3,3,55.79,5,3277.99,No
NC-00259,Anselmo Soria Landa,Barcelona,2023-04-30,61,Basico,38,13.6,3,32.1,7,1585.3,No
NC-00260,Matilde Puga Bernat,Albacete,2022-08-26,43,Estandar,46,47.9,3,60.17,6,3528.81,No
NC-00261,Tamara Pinto Moliner,Sevilla,2022-03-19,49,Estandar,52,45.6,1,64.65,8,4168.83,No
NC-00262,Trini Araujo Bayona,Guadalajara,2025-02-26,23,Estandar,16,62.5,3,62.71,6,1089.69,Si
NC-00263,Maximiano del Gordillo,Lleida,2022-06-30,49,Premium,48,79.9,2,90.91,8,5446.17,No
NC-00264,Isaac Cabello Cabrera,Navarra,2022-03-16,72,Basico,52,18.2,1,33.87,7,2148.53,No
NC-00265,Carina Marí Andres,Barcelona,2021-09-14,21,Estandar,58,23.7,0,52.22,9,3669.0,No
NC-00266,Fermín Barba Marcos,Palencia,2025-08-30,72,Basico,10,13.0,1,31.11,9,697.29,No
NC-00267,Florentina Rosa Coello,Santa Cruz de Tenerife,2025-03-18,28,Basico,16,16.4,2,33.24,8,949.81,No
NC-00268,Juan Manuel del Escolano,Melilla,2021-11-27,73,Premium,55,117.9,0,97.44,7,5384.61,Si
NC-00269,Chucho Bermúdez Piñeiro,Huelva,2023-03-20,34,Basico,39,10.1,1,33.09,7,1706.39,No
NC-00270,Nilda Dalila Valenciano Clemente,Murcia,2022-06-17,55,Basico,49,18.1,1,28.59,8,1776.24,No
NC-00271,Jerónimo del Segura,Zaragoza,2021-10-27,41,Estandar,56,39.4,1,64.7,7,4435.84,No
NC-00272,Nazario Agustí-Sola,León,2025-11-29,22,Basico,7,8.9,2,40.0,7,316.78,Si
NC-00273,Nilo Leandro Cruz Benavent,Huesca,2022-01-18,69,Premium,53,93.6,0,86.35,9,5544.91,No
NC-00274,Fabiola Martínez Rodrigo,Córdoba,2025-07-14,51,Basico,12,21.8,2,26.1,7,633.37,No
NC-00275,Javier Matas-Flor,Granada,2022-07-22,23,Premium,47,67.6,0,91.98,8,5399.12,No
NC-00276,Tamara Tomas Campillo,Álava,2023-09-12,39,Estandar,34,38.9,2,57.61,7,2681.72,No
NC-00277,Graciano del Marqués,Huelva,2021-11-29,28,Estandar,55,30.1,4,67.49,6,4453.36,No
NC-00278,Aitor Severino Priego Llobet,Lugo,2022-02-08,65,Premium,53,80.6,0,94.16,5,6164.48,No
NC-00279,Lorenzo Avilés Valdés,Tarragona,2024-02-10,33,Basico,29,20.7,3,39.03,6,1105.93,Si
NC-00280,Román Salomón Grau Ortuño,Valladolid,2021-08-18,50,Premium,59,84.6,3,83.21,5,4876.57,Si
NC-00281,Maximino de Iglesia,Granada,2022-05-13,26,Basico,50,20.6,3,36.13,7,2250.75,No
NC-00282,Mauricio Caballero Ariza,Vizcaya,2022-08-06,23,Estandar,47,51.1,0,56.53,8,3324.07,No
NC-00283,Rufino Isidro Aragonés Patiño,Zaragoza,2023-04-17,33,Basico,39,13.5,1,27.69,8,1465.57,No
NC-00284,Artemio Marquez Morillo,Pontevedra,2026-07-17,46,Estandar,1,35.0,3,57.26,7,785.27,No
NC-00285,Carmelita Font Catalán,Zamora,2023-03-31,20,Basico,39,11.4,1,24.02,7,921.45,Si
NC-00286,Valentina del Valls,Navarra,2023-02-12,37,Premium,41,71.4,4,94.35,5,5031.82,No
NC-00287,Severo Córdoba-Jimenez,Cantabria,2024-07-14,53,Premium,24,97.1,0,95.66,10,3427.4,No
NC-00288,Rosenda Marquez Nevado,Navarra,2021-10-16,36,Premium,57,89.6,3,95.29,6,6558.39,No
NC-00289,Joaquín Benet Chico,La Coruña,2022-04-26,43,Basico,50,12.5,0,35.69,7,2234.21,No
NC-00290,Tito del Paz,Cáceres,2022-10-13,20,Estandar,45,24.5,1,65.02,7,3749.82,No
NC-00291,Ruperto Prat Alcalá,Jaén,2023-11-26,36,Estandar,31,41.1,2,57.29,7,2450.24,No
NC-00292,Julio Casals-Sanz,Córdoba,2026-06-23,37,Basico,1,13.1,0,33.7,9,427.15,No
NC-00293,Nerea Juárez Piquer,Las Palmas,2024-07-02,49,Basico,24,14.2,5,32.88,4,1192.72,No
NC-00294,Asunción Guillen Soto,Melilla,2024-07-16,24,Basico,24,16.2,2,33.51,6,777.42,Si
NC-00295,Martín Mosquera Giralt,Girona,2022-11-28,69,Estandar,43,15.0,2,58.46,7,3262.26,No
NC-00296,Maximino Simó Matas,La Rioja,2025-10-20,58,Estandar,8,24.7,0,65.42,7,496.25,Si
NC-00297,Azahar Chaves Arrieta,Asturias,2023-08-08,50,Estandar,35,63.0,2,59.0,8,2754.0,No
NC-00298,Evaristo Ugarte Carmona,Barcelona,2025-11-02,57,Basico,8,13.0,2,23.67,9,526.42,No
NC-00299,Desiderio Cerdá Pont,Baleares,2026-05-24,56,Basico,1,4.9,0,27.0,9,357.44,No
NC-00300,Flora Rius Cortes,Salamanca,2022-02-15,35,Basico,53,9.2,0,34.71,8,2314.46,No
NC-00301,Morena Cabeza Tovar,Cuenca,2022-05-21,57,Premium,49,139.7,1,99.09,8,6037.91,No
NC-00302,Griselda Elisa Aparicio Pellicer,Cantabria,2026-06-18,18,Basico,1,12.2,3,28.88,7,451.03,No
NC-00303,Iván Sales,Albacete,2021-08-30,28,Basico,58,19.6,1,26.58,8,1879.07,No
NC-00304,Teófilo del Cabezas,Almería,2026-01-16,45,Basico,6,15.5,4,32.66,5,173.39,Si
NC-00305,Macaria Palmer Barrera,Cádiz,2023-05-23,74,Premium,37,80.3,1,96.25,7,3538.21,Si
NC-00306,Eliana Falcó Carvajal,Girona,2023-03-05,42,Premium,40,105.5,2,97.08,7,3839.48,Si
NC-00307,Apolonia Garay Almazán,Barcelona,2023-12-10,67,Estandar,31,16.2,3,55.35,6,2339.62,No
NC-00308,Rubén Múgica Hervia,Toledo,2023-01-02,40,Estandar,42,25.6,3,58.29,5,2428.39,Si
NC-00309,Rubén Fuertes Bayona,Ceuta,2026-02-10,48,Estandar,5,35.1,2,59.21,6,266.3,Si
NC-00310,Claudia de Guijarro,Burgos,2021-07-31,47,Basico,59,9.6,0,31.91,7,2188.27,No
NC-00311,Remedios Coloma Acedo,Madrid,2022-05-20,59,Premium,49,78.4,4,86.92,5,5327.37,No
NC-00312,Timoteo Coca-Castillo,Guipúzcoa,2023-05-13,52,Estandar,38,48.5,2,60.84,7,3065.26,No
NC-00313,Dionisia de Canet,Granada,2025-10-31,24,Estandar,8,41.3,3,56.93,6,1147.85,No
NC-00314,Blas Alcolea Palma,Huesca,2025-07-31,33,Estandar,11,53.3,3,65.53,6,686.78,Si
NC-00315,Macario del Alcázar,Tarragona,2024-08-29,43,Estandar,22,42.0,4,59.86,4,1366.32,Si
NC-00316,Eligio Badía Castañeda,Guipúzcoa,2023-02-13,65,Estandar,41,49.9,2,64.17,6,2625.62,Si
NC-00317,Lucila Carballo Bartolomé,Valladolid,2025-04-13,74,Premium,15,88.7,2,92.36,7,1360.4,Si
NC-00318,Jacinta Paredes Vilanova,Almería,2022-06-16,69,Premium,49,78.2,2,91.49,5,4489.99,Si
NC-00319,Asunción Sans-Vara,Vizcaya,2023-01-30,66,Estandar,41,54.8,1,67.95,7,3606.61,No
NC-00320,Marino de Vázquez,Asturias,2024-07-24,19,Estandar,23,32.9,1,60.47,10,2041.37,No
NC-00321,Jenaro Modesto Anguita Barrera,Cádiz,2024-10-09,18,Basico,21,16.4,3,28.07,5,588.54,Si
NC-00322,Soraya Querol Roldan,Córdoba,2025-02-24,65,Estandar,16,47.7,2,64.25,6,1031.62,Si
NC-00323,Jose Luis Salcedo Beltrán,Álava,2023-05-14,29,Basico,38,18.4,1,29.17,6,1447.14,No
NC-00324,Felipe Colomer Bastida,Vizcaya,2025-12-01,22,Estandar,7,28.3,4,58.96,5,373.08,Si
NC-00325,Emigdio Morcillo Piquer,Jaén,2023-06-24,54,Premium,36,111.0,3,105.28,8,5014.68,No
NC-00326,Luisa Emilia Santiago Vega,Ciudad,2025-01-04,49,Estandar,18,30.2,4,50.86,6,1541.22,No
NC-00327,Irene Ariel Carbó Garrido,Cantabria,2022-07-03,72,Estandar,48,48.1,2,58.93,6,3558.65,No
NC-00328,Jennifer Gracia Riba,Valencia,2024-03-20,26,Basico,27,17.1,4,33.75,8,1302.81,No
NC-00329,Sarita Santana Pujadas,Melilla,2022-08-06,58,Basico,47,18.3,2,35.65,5,2114.82,No
NC-00330,Pastora Bustamante Milla,Lugo,2025-07-04,52,Estandar,12,27.9,2,51.58,7,605.22,Si
NC-00331,Estefanía Jara Perelló,Soria,2022-06-25,36,Basico,48,17.4,1,24.06,8,1418.0,No
NC-00332,Olegario Sánchez Bautista,Guadalajara,2025-12-18,65,Basico,7,19.3,4,37.38,5,268.09,Si
NC-00333,Severo Blázquez Buendía,Santa Cruz de Tenerife,2022-09-13,33,Basico,46,15.8,1,27.98,9,1588.37,No
NC-00334,Ariadna Peralta Castillo,Valencia,2025-10-05,20,Estandar,9,31.8,4,54.37,4,546.14,Si
NC-00335,América del Carvajal,Córdoba,2024-08-13,37,Estandar,23,49.2,3,67.67,6,1513.28,Si
NC-00336,Felicidad Rocha Aznar,Santa Cruz de Tenerife,2023-12-30,41,Basico,30,15.5,5,31.9,5,965.51,Si
NC-00337,Marcelo Fabricio Ortiz Calleja,Cantabria,2026-04-13,71,Estandar,3,23.3,1,57.71,7,177.64,Si
NC-00338,Lilia Garcia-Cortes,Almería,2021-11-21,73,Estandar,55,31.0,1,57.2,10,3834.24,No
NC-00339,Consuelo Campoy Ordóñez,Baleares,2022-03-30,50,Estandar,51,34.7,1,52.35,7,2714.35,Si
NC-00340,Flor de Lopez,Santa Cruz de Tenerife,2024-05-02,41,Estandar,26,55.1,5,63.89,4,1580.55,Si
NC-00341,Coral Romeu-Amo,Guadalajara,2025-09-28,69,Basico,9,20.3,2,34.08,6,319.07,Si
NC-00342,Áurea Máxima Lastra Andres,Cáceres,2022-07-12,28,Estandar,48,53.3,2,61.17,7,3662.0,No
NC-00343,Elías Mendizábal Nicolás,Palencia,2024-10-25,66,Estandar,20,42.3,2,58.65,9,1894.32,No
NC-00344,Adelaida Escudero Clemente,La Coruña,2023-12-16,25,Premium,31,108.3,9,94.37,1,2927.11,Si
NC-00345,Máxima Pérez-Baños,Álava,2025-06-06,53,Estandar,13,28.6,0,62.42,9,1558.25,No
NC-00346,Raimundo Anglada Bravo,Palencia,2024-03-13,55,Basico,28,15.0,3,30.79,7,1195.38,No
NC-00347,Concepción Peñalver,Tarragona,2025-04-27,57,Basico,14,16.8,0,31.36,9,795.17,No
NC-00348,Jenny Nogueira Criado,Huesca,2023-06-19,37,Estandar,36,29.3,1,60.58,7,2274.83,Si
NC-00349,Esperanza Morata Blazquez,Ciudad,2026-04-03,52,Premium,3,94.2,1,95.46,8,1449.69,No
NC-00350,Casemiro Criado Ayala,Madrid,2025-01-03,65,Estandar,18,,1,68.9,7,1271.78,Si
NC-00351,Elías Salazar Rodrigo,Soria,2024-01-06,42,Estandar,30,45.6,4,50.75,5,2120.94,No
NC-00352,María Dolores Salamanca Ribas,Valladolid,2025-03-08,52,Estandar,16,49.2,3,61.42,7,1694.09,No
NC-00353,Cándido Vila-Carbonell,Almería,2023-02-24,42,Estandar,40,15.5,3,212.08,6,2144.09,Si
NC-00354,Irene Cantero Luque,Segovia,2022-02-19,46,Basico,52,21.2,2,27.41,8,1697.13,No
NC-00355,Lara Águila-Mendez,Tarragona,2025-08-03,35,Premium,11,86.3,2,91.34,6,985.22,Si
NC-00356,Damián Prats Ballesteros,Barcelona,2024-09-01,63,Basico,22,11.9,3,31.46,5,681.48,Si
NC-00357,Cristian Mata Galván,Ceuta,2023-01-26,35,Estandar,41,38.3,2,59.33,3,2460.88,Si
NC-00358,Roberto Jaume Mancebo,Navarra,2021-08-26,19,Premium,58,60.3,0,83.44,6,5853.21,No
NC-00359,Azeneth Aguilera Valencia,Zaragoza,2025-09-22,71,Basico,9,19.2,5,29.21,3,248.7,Si
NC-00360,Carmelita Castelló Pinto,Toledo,2022-06-09,52,Basico,49,13.7,2,32.78,7,2010.65,No
NC-00361,Ofelia de Vall,Albacete,2024-11-30,33,Basico,19,12.0,2,26.82,6,500.49,Si
NC-00362,Serafina del Bello,Huelva,2025-04-08,58,Premium,15,86.6,5,88.09,2,1353.45,Si
NC-00363,Tere Arnal Rubio,Córdoba,2025-12-27,53,Basico,6,19.5,1,20.67,8,379.14,No
NC-00364,Jeremías Bermejo Millán,Madrid,2022-04-08,50,Basico,51,15.5,3,28.23,5,1830.58,No
NC-00365,Inés Quiroga-Rios,Navarra,2022-07-23,21,Basico,47,9.4,1,25.19,8,1477.88,No
NC-00366,Baudelio Hermenegildo Almansa Morcillo,Murcia,2022-10-06,50,Basico,45,16.9,2,26.77,8,1562.65,No
NC-00367,Salvador Seguí Paredes,Cantabria,2024-11-25,31,Basico,19,11.3,2,29.77,8,925.58,No
NC-00368,Isaías Camacho Hervia,Murcia,2024-12-13,38,Estandar,19,18.4,6,53.84,1,1002.04,Si
NC-00369,Marita Pérez Zamora,Guadalajara,2022-05-30,65,Estandar,49,55.0,3,54.67,6,3412.92,No
NC-00370,Hector Menéndez Nicolás,Cuenca,2022-12-24,37,Basico,42,16.8,5,21.1,5,925.49,Si
NC-00371,Flavio de Benito,Asturias,2022-02-04,73,Basico,53,14.7,3,32.98,5,1754.97,Si
NC-00372,Melisa Carbonell,León,2024-08-21,25,Basico,22,13.6,0,35.12,7,1217.06,No
NC-00373,Lina Ferrera,Córdoba,2023-03-28,24,Basico,39,20.6,4,30.08,5,1140.66,Si
NC-00374,Felicia Coloma Guzman,Lleida,2024-06-04,20,Estandar,25,70.9,1,60.76,9,2216.72,No
NC-00375,Camilo Jaén Figueroa,Vizcaya,2023-04-01,34,Estandar,39,44.5,3,59.46,3,2352.36,Si
NC-00376,Marcial Coronado Benet,Toledo,2024-12-25,50,Basico,18,10.9,0,38.98,8,1169.54,No
NC-00377,Rolando Uribe Simó,Albacete,2022-08-03,65,Estandar,47,38.5,1,51.01,8,2392.8,Si
NC-00378,Pía Sanchez-Moraleda,Vizcaya,2023-07-11,29,Basico,36,16.7,0,29.6,10,1412.16,No
NC-00379,Bárbara Sabater Bayo,Guadalajara,2025-02-26,68,Premium,16,43.0,3,80.69,5,2263.88,No
NC-00380,Isaura Mateo Llobet,Sevilla,2025-10-15,39,Estandar,9,43.3,1,61.14,10,1276.31,No
NC-00381,Amor Ortiz-Vera,Cantabria,2023-11-30,72,Estandar,31,44.4,2,58.72,5,2464.0,No
NC-00382,Fabián Serrano Sans,Vizcaya,2026-06-29,39,Basico,1,20.3,3,33.04,4,75.52,Si
NC-00383,Ambrosio Peinado Madrid,Salamanca,2023-11-13,63,Premium,32,114.4,2,97.21,7,3107.4,Si
NC-00384,Mohamed Bosch Vendrell,Guadalajara,2024-12-12,47,Basico,19,15.4,6,36.49,1,748.26,Si
NC-00385,Joaquina Armengol Sandoval,Segovia,2024-07-28,55,Basico,23,21.1,4,34.8,6,1165.13,No
NC-00386,Modesta Fabra-Montoya,Baleares,2025-08-04,55,Basico,11,23.1,3,36.46,6,785.6,No
NC-00387,Juanita Leyre Contreras Barrio,Melilla,2024-12-25,62,Basico,18,15.1,1,26.18,7,777.14,No
NC-00388,Aroa Nuñez Blasco,Alicante,2025-08-31,68,Premium,10,98.4,3,100.81,5,1037.43,Si
NC-00389,Mireia Duque,Cádiz,2025-11-22,71,Estandar,7,22.3,2,53.62,6,338.75,Si
NC-00390,Duilio Río Saavedra,Cantabria,2023-12-01,25,Basico,31,9.2,1,27.6,8,1149.05,No
NC-00391,Lourdes Cuenca,Madrid,2022-10-18,44,Estandar,45,31.6,2,59.51,7,3403.23,No
NC-00392,Florencia Luna Ponce,Badajoz,2025-05-30,44,Premium,13,81.1,0,94.62,8,1220.67,Si
NC-00393,Remedios Neira Badía,Ourense,2022-06-18,51,Premium,49,68.1,2,86.45,6,5289.77,No
NC-00394,Ana Sofía Murcia Busquets,Sevilla,2022-08-01,38,Estandar,47,39.6,5,58.09,5,2721.38,Si
NC-00395,Nidia del Luz,Melilla,2023-09-04,47,Premium,34,81.7,3,100.61,7,4639.61,No
NC-00396,Porfirio Conesa-Mínguez,Almería,2025-09-15,50,Premium,10,111.4,2,88.8,6,928.98,Si
NC-00397,Lupe Cid Olmo,Ceuta,2025-10-09,45,Estandar,9,35.3,1,65.96,8,1348.63,No
NC-00398,Nacio Paco Pou Castelló,Álava,2023-07-05,64,Basico,36,5.9,1,29.38,7,1445.78,No
NC-00399,Olga Anselma Menendez Peñas,Segovia,2022-09-09,50,Basico,46,15.5,0,19.86,7,1100.76,No
NC-00400,Ruth Castell Zurita,Ávila,2021-10-18,22,Premium,57,89.7,0,87.14,9,6030.94,No
NC-00401,Mohamed Roda Verdugo,Zaragoza,2022-05-23,65,Basico,49,11.6,4,26.34,5,1333.24,Si
NC-00402,Agustina Pareja Mendizábal,Huesca,2021-12-29,36,Premium,54,91.9,0,91.07,9,5994.9,No
NC-00403,Custodio Noguera Torre,Huesca,2022-02-14,21,Basico,53,10.7,4,30.55,7,2005.09,No
NC-00404,Daniel Cervantes,Salamanca,2025-10-12,52,Basico,9,16.3,2,18.11,8,365.7,No
NC-00405,Antonio Marqués Cadenas,Melilla,2021-10-09,66,Basico,57,25.5,2,33.48,8,2327.68,No
NC-00406,Regina Zurita,Toledo,2023-01-25,34,Basico,41,7.8,4,25.5,2,977.75,Si
NC-00407,Natalio Navarro Castro,Granada,2024-10-18,61,Premium,20,79.7,1,99.92,8,2003.26,Si
NC-00408,Florina Calista Cámara Escrivá,Castellón,2024-04-28,45,Premium,26,76.5,2,91.3,7,3481.26,No
NC-00409,Rufina Yaiza Daza Río,Badajoz,2022-11-04,47,Premium,44,81.3,3,97.84,4,4345.3,Si
NC-00410,Hernán Pastor Gámez,Murcia,2024-02-13,46,Estandar,29,50.2,4,65.57,5,2716.13,No
NC-00411,María Jesús López Sanchez,Cantabria,2022-05-13,63,Basico,50,17.2,5,37.14,4,2297.84,No
NC-00412,Juanito de Mendoza,Melilla,2022-03-12,70,Estandar,52,48.5,1,57.02,9,3657.32,No
NC-00413,Yaiza Ferrera Pedro,Ourense,2025-12-19,23,Estandar,6,40.3,1,56.13,7,966.96,No
NC-00414,Isabela Serrano-Luján,Navarra,2025-09-24,52,Estandar,9,26.8,2,56.56,6,558.36,Si
NC-00415,Lidia Álamo Riquelme,Valencia,2025-07-04,58,Basico,12,10.5,1,34.23,7,842.25,No
NC-00416,Sebastian Flores Chacón,Vizcaya,2023-04-06,54,Estandar,39,47.5,4,57.2,7,2861.37,No
NC-00417,Amancio Terrón-Pera,Soria,2024-01-16,41,Estandar,30,41.7,5,58.57,5,2467.32,No
NC-00418,Aroa de López,Tarragona,2025-10-11,46,Premium,9,115.2,2,97.89,8,2065.36,No
NC-00419,Rico Cueto Llamas,Badajoz,2025-09-18,66,Premium,9,95.9,1,90.07,5,787.41,Si
NC-00420,Yolanda Vilanova Colom,Zamora,2025-11-02,63,Estandar,8,28.2,3,52.98,5,426.75,Si
NC-00421,Apolonia Girona Sanmartín,Navarra,2023-10-08,70,Estandar,33,34.8,1,57.69,9,2569.82,No
NC-00422,Íngrid Amor Ribera,Málaga,2026-02-27,48,Estandar,4,,1,59.43,6,195.58,Si
NC-00423,Hector Vallés Pereira,Sevilla,2024-06-19,52,Basico,24,17.8,1,33.95,7,1203.8,No
NC-00424,Guadalupe de Perera,Murcia,2026-02-21,50,Premium,4,107.1,4,99.07,7,401.43,Si
NC-00425,Alberto del Cabeza,Huelva,2026-03-12,69,Premium,4,69.0,2,86.4,6,373.45,Si
NC-00426,Rosa María Coll Cervantes,Navarra,2021-09-10,38,Estandar,58,28.0,1,53.74,6,3763.89,No
NC-00427,Eric Sureda Chamorro,Huesca,2021-10-24,49,Basico,56,14.2,0,26.57,9,1834.9,No
NC-00428,Jacinta Adadia Bernad,Valladolid,2025-03-16,40,Basico,16,20.8,2,39.14,5,1115.38,No
NC-00429,Eduardo Garriga Conde,Toledo,2022-07-23,50,Estandar,47,33.1,3,57.71,7,3373.83,No
NC-00430,Pascuala del Cantero,Pontevedra,2024-10-21,20,Basico,20,16.8,0,31.76,8,654.43,Si
NC-00431,Diego Eutropio Carro Asenjo,Ourense,2025-05-16,35,Premium,14,99.1,2,95.2,5,1352.86,Si
NC-00432,Hugo del Barros,Jaén,2024-03-21,42,Basico,27,18.0,2,28.22,7,1152.83,No
NC-00433,Silvio Valero Alegre,Huesca,2024-09-29,59,Basico,21,21.7,1,39.99,7,1331.99,No
NC-00434,Maricela Herranz,León,2025-04-22,48,Premium,14,121.2,2,99.18,7,1351.48,Si
NC-00435,Esteban Román Abellán,Álava,2025-06-15,71,Estandar,13,34.1,3,58.61,7,1448.63,No
NC-00436,Feliciana Dalila Riera Exposito,Girona,2021-11-06,20,Basico,56,6.6,6,25.13,4,1653.26,No
NC-00437,Juan Francisco Palomo Bauzà,Melilla,2021-10-28,57,Basico,56,12.3,4,25.42,4,1743.87,No
NC-00438,Macaria Vera,Granada,2023-01-18,63,Basico,41,15.3,1,29.99,9,1639.09,No
NC-00439,Manola Almagro,Granada,2026-04-12,41,Estandar,3,36.4,2,55.14,6,93.69,Si
NC-00440,Trinidad Soriano Arranz,Castellón,2024-02-14,67,Basico,29,22.9,0,26.95,8,1155.84,No
NC-00441,Florentina Izaguirre Alegre,Albacete,2022-12-09,49,Estandar,43,40.2,3,57.17,6,3159.27,No
NC-00442,Rocío Bauzà Ochoa,Navarra,2025-09-21,64,Premium,9,103.1,3,94.23,4,1946.53,No
NC-00443,Quique de Márquez,Badajoz,2025-03-17,39,Basico,16,15.9,3,32.3,7,524.5,Si
NC-00444,Alfredo Ortuño Nevado,Lleida,2022-09-08,40,Premium,46,83.1,2,90.79,7,4145.01,Si
NC-00445,Severo Sobrino Tejero,Burgos,2024-03-14,19,Premium,28,51.5,0,85.11,9,3417.61,No
NC-00446,Santiago Cepeda Barroso,Córdoba,2024-11-07,44,Basico,20,14.7,3,26.61,6,853.42,No
NC-00447,Alicia Marcos Fortuny,Palencia,2025-09-09,59,Premium,10,155.1,2,106.57,8,2354.42,No
NC-00448,Ruy Flores Arnaiz,Ceuta,2022-06-22,19,Estandar,48,27.6,3,51.5,7,3062.43,No
NC-00449,Úrsula Menéndez Villalba,Zaragoza,2026-05-20,43,Premium,1,53.7,3,92.19,6,68.99,Si
NC-00450,Sabina Sáenz Isern,Ávila,2025-09-19,34,Estandar,9,59.4,1,63.54,9,586.91,Si
NC-00451,Renato Feijoo Macias,Ourense,2026-04-03,57,Estandar,3,47.4,0,59.13,9,162.31,Si
NC-00452,Tere Asenjo Mármol,Toledo,2026-02-17,50,Estandar,5,41.9,5,68.03,4,344.62,Si
NC-00453,Bernabé Pedro-Rueda,Toledo,2026-05-30,26,Premium,1,117.3,1,99.24,7,112.83,Si
NC-00454,Perlita Sabater Pomares,Zamora,2025-07-16,60,Estandar,12,31.7,2,67.38,6,801.89,Si
NC-00455,Cayetana Valderrama Valencia,Cádiz,2025-08-04,71,Estandar,11,38.9,5,55.63,5,1314.14,No
NC-00456,Ángela Vives Lasa,Tarragona,2026-04-29,65,Premium,2,109.1,1,92.74,9,179.91,Si
NC-00457,Prudencio Rodriguez Bermúdez,Pontevedra,2022-11-15,56,Basico,44,23.4,1,34.98,8,1952.41,No
NC-00458,María Cristina Escribano Marin,Alicante,2025-11-08,46,Basico,8,10.3,5,29.72,5,218.81,Si
NC-00459,Aroa Bernal Mosquera,Ávila,2022-01-07,59,Basico,54,20.1,5,40.44,5,2700.24,No
NC-00460,Ezequiel Jacinto Rojas Diaz,Vizcaya,2024-11-14,72,Basico,20,16.5,4,33.36,7,645.98,Si
NC-00461,Felicia Salvador Arnal,Huelva,2023-10-14,43,Basico,33,15.7,2,26.35,7,1223.38,No
NC-00462,María Luisa Royo Llobet,La Rioja,2025-10-01,52,Premium,9,89.8,0,85.3,8,772.59,Si
NC-00463,Anselmo Ramis Parra,Vizcaya,2024-10-03,67,Basico,21,9.5,1,30.56,9,1088.94,No
NC-00464,Rosario Cuesta,Valencia,2024-07-17,42,Estandar,24,49.6,5,59.51,5,2122.55,No
NC-00465,Calixto Ríos Arana,Santa Cruz de Tenerife,2023-12-18,41,Basico,31,11.9,3,32.76,4,1053.82,Si
NC-00466,Anastasio Guzman Pazos,Almería,2024-04-08,30,Premium,27,68.4,0,97.89,9,3833.02,No
NC-00467,Fátima Antúnez Corral,Melilla,2022-01-24,24,Premium,53,107.7,1,101.17,8,6560.64,No
NC-00468,Flora Peral Saldaña,Guadalajara,2021-10-13,74,Estandar,57,47.9,1,56.9,8,3941.81,No
NC-00469,Luciano Cervantes Ávila,Guadalajara,2021-12-05,53,Premium,55,91.6,3,87.69,5,4837.2,Si
