id_cliente,nombre_cliente,ciudad,fecha_registro,edad,plan_contratado,antiguedad_meses,uso_datos_gb,num_llamadas_soporte,cargo_mensual,satisfaccion_cliente,valor_vida_cliente,abandono
NC-00236,Eliseo Castro,Guadalajara,2026-01-04,69,Estandar,6,36.2,2,56.47,7,389.84,Si
NC-00237,Isidoro Valerio Tormo Carrión,Teruel,2022-06-05,29,Estandar,49,36.2,5,62.61,5,3099.93,Si
NC-00238,Maxi Heras Cuadrado,Pontevedra,2023-04-06,56,Basico,39,14.9,4,26.56,6,1312.69,No
NC-00239,Leoncio Adrián Raya Buendía,Cuenca,2021-12-15,19,Basico,55,13.4,4,26.94,5,1778.97,No
NC-00240,Sosimo de Serrano,Vizcaya,2025-09-25,20,Estandar,9,39.3,3,52.63,7,1101.19,No
NC-00241,Moisés Correa Valentín,Valencia,2026-03-19,66,Basico,4,,3,35.97,6,145.04,Si
NC-00242,José Manuel Patricio Llano Ribes,La Rioja,2026-04-01,54,Basico,3,18.5,4,31.32,6,73.38,Si
NC-00243,Jovita Hervás Saura,Cádiz,2023-03-30,66,Premium,39,110.1,5,89.44,5,4527.09,No
NC-00244,Blanca del Farré,Barcelona,2022-04-22,73,Estandar,50,60.6,0,65.33,10,4062.31,No
NC-00245,Liliana Piedad Cerezo Baños,Sevilla,2024-01-03,34,Estandar,30,45.7,1,56.79,7,2437.36,No
NC-00246,Rolando Ribera-Nieto,Valencia,2025-02-23,66,Premium,16,134.7,4,94.11,5,1507.4,Si
NC-00247,Débora Acedo,Castellón,2022-09-17,19,Estandar,46,32.2,1,57.24,6,3311.17,No
NC-00248,Primitivo Eustaquio Tovar Comas,La Coruña,2024-05-09,19,Premium,26,131.8,1,105.57,9,3999.75,No
NC-00249,Lupita Tomé Ochoa,Badajoz,2021-12-31,45,Estandar,54,36.2,1,56.65,6,3706.0,No
NC-00250,Mamen Pi Sarabia,Lugo,2024-05-24,71,Basico,25,13.9,4,34.27,7,1247.83,No
NC-00251,Tomasa Fabregat Haro,Albacete,2021-07-28,40,Basico,59,14.5,3,35.09,6,2525.47,No
NC-00252,Fátima Guillen-Reig,Melilla,2022-08-03,54,Estandar,47,37.8,3,61.0,6,3536.87,No
NC-00253,Federico Suárez Piquer,Badajoz,2022-06-17,49,Estandar,49,40.9,2,65.45,7,3994.55,No
NC-00254,Narcisa Cornejo Valbuena,Salamanca,2022-11-29,50,Basico,43,12.7,2,27.73,7,1193.23,Si
NC-00255,Bernardino Vallés Mármol,Ávila,2026-01-05,18,Basico,6,18.3,2,26.61,8,482.53,No
NC-00256,Ulises Sacristán Cabo,Granada,2024-03-10,36,Basico,28,12.8,3,25.97,5,748.98,Si
NC-00257,Zaida Saura,Ciudad,2026-05-16,19,Basico,2,17.6,2,31.04,6,63.91,Si
NC-00258,Poncio Cobos Redondo,León,2021-12-30,70,Estandar,54,55.3,3,55.79,5,3668.52,No
NC-00259,Anselmo Soria Landa,Barcelona,2022-07-29,61,Basico,47,13.6,3,32.1,7,1874.2,No
NC-00260,Matilde Puga Bernat,Albacete,2024-01-10,43,Estandar,30,47.9,3,60.17,6,2566.09,No
NC-00261,Tamara Pinto Moliner,Sevilla,2025-01-16,49,Estandar,18,45.6,1,64.65,8,1194.93,Si
NC-00262,Trini Araujo Bayona,Guadalajara,2023-05-03,23,Estandar,38,62.5,3,62.71,6,3221.83,No
NC-00263,Maximiano del Gordillo,Lleida,2024-06-13,49,Premium,25,79.9,2,90.91,8,3355.24,No
NC-00264,Isaac Cabello Cabrera,Navarra,2023-09-14,72,Basico,34,18.2,1,33.87,7,1538.87,No
NC-00265,Carina Marí Andres,Barcelona,2026-04-17,21,Estandar,3,23.7,0,52.22,9,796.9,No
NC-00266,Fermín Barba Marcos,Palencia,2022-05-29,72,Basico,49,13.0,1,31.11,9,1910.58,No
NC-00267,Florentina Rosa Coello,Santa Cruz de Tenerife,2023-04-12,28,Basico,39,16.4,2,33.24,8,1714.33,No
NC-00268,Juan Manuel del Escolano,Melilla,2023-05-27,73,Premium,37,117.9,0,97.44,7,3630.69,Si
NC-00269,Chucho Bermúdez Piñeiro,Huelva,2022-07-29,34,Basico,47,10.1,1,33.09,7,1971.11,No
NC-00270,Nilda Dalila Valenciano Clemente,Murcia,2022-08-22,55,Basico,46,18.1,1,28.59,8,1690.47,No
NC-00271,Jerónimo del Segura,Zaragoza,2022-01-25,41,Estandar,53,39.4,1,64.7,7,4241.74,No
NC-00272,Nazario Agustí-Sola,León,2026-06-05,22,Basico,1,8.9,2,40.0,7,76.78,Si
NC-00273,Nilo Leandro Cruz Benavent,Huesca,2022-02-13,69,Premium,53,93.6,0,86.35,9,5544.91,No
NC-00274,Fabiola Martínez Rodrigo,Córdoba,2022-01-20,51,Basico,53,21.8,2,26.1,7,1703.47,No
NC-00275,Javier Matas-Flor,Granada,2022-03-08,23,Premium,52,67.6,0,91.98,8,5859.02,No
NC-00276,Tamara Tomas Campillo,Álava,2025-04-25,39,Estandar,14,38.9,2,57.61,7,838.2,Si
NC-00277,Graciano del Marqués,Huelva,2025-01-10,28,Estandar,18,30.1,4,67.49,6,1146.35,Si
NC-00278,Aitor Severino Priego Llobet,Lugo,2024-04-15,65,Premium,27,80.6,0,94.16,5,3716.32,No
NC-00279,Lorenzo Avilés Valdés,Tarragona,2021-09-15,33,Basico,58,20.7,3,39.03,6,2706.16,No
NC-00280,Román Salomón Grau Ortuño,Valladolid,2023-02-22,50,Premium,40,84.6,3,83.21,5,3295.58,Si
NC-00281,Maximino de Iglesia,Granada,2022-01-30,26,Basico,53,20.6,3,36.13,7,2359.14,No
NC-00282,Mauricio Caballero Ariza,Vizcaya,2022-12-03,23,Estandar,43,51.1,0,56.53,8,3097.95,No
NC-00283,Rufino Isidro Aragonés Patiño,Zaragoza,2024-07-03,33,Basico,24,13.5,1,27.69,8,1050.22,No
NC-00284,Artemio Marquez Morillo,Pontevedra,2023-01-24,46,Estandar,41,35.0,3,57.26,7,3075.67,No
NC-00285,Carmelita Font Catalán,Zamora,2026-05-21,20,Basico,1,11.4,1,24.02,7,50.0,Si
NC-00286,Valentina del Valls,Navarra,2023-09-22,37,Premium,33,71.4,4,94.35,5,4277.02,No
NC-00287,Severo Córdoba-Jimenez,Cantabria,2024-04-10,53,Premium,27,97.1,0,95.66,10,3714.38,No
NC-00288,Rosenda Marquez Nevado,Navarra,2022-12-15,36,Premium,43,89.6,3,95.29,6,4080.85,Si
NC-00289,Joaquín Benet Chico,La Coruña,2025-10-12,43,Basico,9,12.5,0,35.69,7,342.64,Si
NC-00290,Tito del Paz,Cáceres,2022-06-12,20,Estandar,49,24.5,1,65.02,7,4009.9,No
NC-00291,Ruperto Prat Alcalá,Jaén,2021-11-07,36,Estandar,56,41.1,2,57.29,7,3882.49,No
NC-00292,Julio Casals-Sanz,Córdoba,2025-09-16,37,Basico,10,13.1,0,33.7,9,730.45,No
NC-00293,Nerea Juárez Piquer,Las Palmas,2023-11-19,49,Basico,31,14.2,5,32.88,4,1422.88,No
NC-00294,Asunción Guillen Soto,Melilla,2024-11-24,24,Basico,19,16.2,2,33.51,6,609.87,Si
NC-00295,Martín Mosquera Giralt,Girona,2022-05-26,69,Estandar,49,15.0,2,58.46,7,3613.02,No
NC-00296,Maximino Simó Matas,La Rioja,2026-07-01,58,Estandar,1,24.7,0,65.42,7,50.0,Si
NC-00297,Azahar Chaves Arrieta,Asturias,2023-12-18,50,Estandar,31,63.0,2,59.0,8,2518.0,No
NC-00298,Evaristo Ugarte Carmona,Barcelona,2022-01-11,57,Basico,54,13.0,2,23.67,9,1615.24,No
NC-00299,Desiderio Cerdá Pont,Baleares,2023-09-11,56,Basico,34,4.9,0,27.0,9,1248.44,No
NC-00300,Flora Rius Cortes,Salamanca,2024-10-18,35,Basico,20,9.2,0,34.71,8,1169.03,No
NC-00301,Morena Cabeza Tovar,Cuenca,2021-12-05,57,Premium,55,139.7,1,99.09,8,6632.45,No
NC-00302,Griselda Elisa Aparicio Pellicer,Cantabria,2022-03-21,18,Basico,51,12.2,3,28.88,7,1895.03,No
NC-00303,Iván Sales,Albacete,2023-07-04,28,Basico,36,19.6,1,26.58,8,1294.31,No
NC-00304,Teófilo del Cabezas,Almería,2024-06-15,45,Basico,25,15.5,4,32.66,5,793.93,Si
NC-00305,Macaria Palmer Barrera,Cádiz,2022-01-04,74,Premium,54,80.3,1,96.25,7,5174.46,Si
NC-00306,Eliana Falcó Carvajal,Girona,2026-02-17,42,Premium,5,105.5,2,97.08,7,441.68,Si
NC-00307,Apolonia Garay Almazán,Barcelona,2026-05-24,67,Estandar,1,16.2,3,55.35,6,679.12,No
NC-00308,Rubén Múgica Hervia,Toledo,2021-10-29,40,Estandar,56,25.6,3,58.29,5,3244.45,Si
NC-00309,Rubén Fuertes Bayona,Ceuta,2026-05-19,48,Estandar,2,35.1,2,59.21,6,88.67,Si
NC-00310,Claudia de Guijarro,Burgos,2023-03-13,47,Basico,40,9.6,0,31.91,7,1581.98,No
NC-00311,Remedios Coloma Acedo,Madrid,2024-06-23,59,Premium,24,78.4,4,86.92,5,2111.33,Si
NC-00312,Timoteo Coca-Castillo,Guipúzcoa,2026-06-16,52,Estandar,1,48.5,2,60.84,7,84.1,Si
NC-00313,Dionisia de Canet,Granada,2022-02-12,24,Estandar,53,41.3,3,56.93,6,3709.7,No
NC-00314,Blas Alcolea Palma,Huesca,2025-09-11,33,Estandar,10,53.3,3,65.53,6,621.25,Si
NC-00315,Macario del Alcázar,Tarragona,2025-02-16,43,Estandar,17,42.0,4,59.86,4,1067.02,Si
NC-00316,Eligio Badía Castañeda,Guipúzcoa,2022-11-23,65,Estandar,43,49.9,2,64.17,6,2753.96,Si
NC-00317,Lucila Carballo Bartolomé,Valladolid,2025-01-26,74,Premium,17,88.7,2,92.36,7,1545.12,Si
NC-00318,Jacinta Paredes Vilanova,Almería,2024-05-31,69,Premium,25,78.2,2,91.49,5,2294.23,Si
NC-00319,Asunción Sans-Vara,Vizcaya,2022-11-13,66,Estandar,44,54.8,1,67.95,7,3810.46,No
NC-00320,Marino de Vázquez,Asturias,2025-06-14,19,Estandar,13,32.9,1,60.47,10,1436.67,No
NC-00321,Jenaro Modesto Anguita Barrera,Cádiz,2024-09-21,18,Basico,21,16.4,3,28.07,5,588.54,Si
NC-00322,Soraya Querol Roldan,Córdoba,2023-07-04,65,Estandar,36,47.7,2,64.25,6,2316.62,Si
NC-00323,Jose Luis Salcedo Beltrán,Álava,2023-11-19,29,Basico,31,18.4,1,29.17,6,1242.95,No
NC-00324,Felipe Colomer Bastida,Vizcaya,2024-07-08,22,Estandar,24,28.3,4,58.96,5,1375.4,Si
NC-00325,Emigdio Morcillo Piquer,Jaén,2023-07-11,54,Premium,36,111.0,3,105.28,8,5014.68,No
NC-00326,Luisa Emilia Santiago Vega,Ciudad,2023-12-05,49,Estandar,31,30.2,4,50.86,6,2202.4,No
NC-00327,Irene Ariel Carbó Garrido,Cantabria,2022-11-24,72,Estandar,43,48.1,2,58.93,6,3264.0,No
NC-00328,Jennifer Gracia Riba,Valencia,2025-05-06,26,Basico,14,17.1,4,33.75,8,864.06,No
NC-00329,Sarita Santana Pujadas,Melilla,2022-01-16,58,Basico,54,18.3,2,35.65,5,2364.37,No
NC-00330,Pastora Bustamante Milla,Lugo,2022-10-04,52,Estandar,45,27.9,2,51.58,7,2926.32,No
NC-00331,Estefanía Jara Perelló,Soria,2023-12-28,36,Basico,30,17.4,1,24.06,8,984.92,No
NC-00332,Olegario Sánchez Bautista,Guadalajara,2024-08-24,65,Basico,22,19.3,4,37.38,5,828.79,Si
NC-00333,Severo Blázquez Buendía,Santa Cruz de Tenerife,2022-03-05,33,Basico,52,15.8,1,27.98,9,1756.25,No
NC-00334,Ariadna Peralta Castillo,Valencia,2021-12-31,20,Estandar,54,31.8,4,54.37,4,2992.79,Si
NC-00335,América del Carvajal,Córdoba,2021-10-07,37,Estandar,57,49.2,3,67.67,6,4626.1,No
NC-00336,Felicidad Rocha Aznar,Santa Cruz de Tenerife,2021-11-04,41,Basico,56,15.5,5,31.9,5,1794.91,Si
NC-00337,Marcelo Fabricio Ortiz Calleja,Cantabria,2024-11-22,71,Estandar,19,23.3,1,57.71,7,1101.0,Si
NC-00338,Lilia Garcia-Cortes,Almería,2026-05-13,73,Estandar,2,31.0,1,57.2,10,116.24,Si
NC-00339,Consuelo Campoy Ordóñez,Baleares,2023-06-02,50,Estandar,37,34.7,1,52.35,7,1981.45,Si
NC-00340,Flor de Lopez,Santa Cruz de Tenerife,2024-11-24,41,Estandar,19,55.1,5,63.89,4,1133.32,Si
NC-00341,Coral Romeu-Amo,Guadalajara,2022-04-08,69,Basico,51,20.3,2,34.08,6,2159.39,No
NC-00342,Áurea Máxima Lastra Andres,Cáceres,2024-08-12,28,Estandar,23,53.3,2,61.17,7,1398.71,Si
NC-00343,Elías Mendizábal Nicolás,Palencia,2021-12-26,66,Estandar,54,42.3,2,58.65,9,3888.42,No
NC-00344,Adelaida Escudero Clemente,La Coruña,2021-11-19,25,Premium,55,108.3,9,94.37,1,5191.99,Si
NC-00345,Máxima Pérez-Baños,Álava,2025-04-06,53,Estandar,15,28.6,0,62.42,9,1683.09,No
NC-00346,Raimundo Anglada Bravo,Palencia,2025-05-05,55,Basico,14,15.0,3,30.79,7,764.32,No
NC-00347,Concepción Peñalver,Tarragona,2025-06-20,57,Basico,12,16.8,0,31.36,9,732.45,No
NC-00348,Jenny Nogueira Criado,Huesca,2022-07-06,37,Estandar,48,29.3,1,60.58,7,3001.79,Si
NC-00349,Esperanza Morata Blazquez,Ciudad,2024-10-24,52,Premium,20,94.2,1,95.46,8,3072.51,No
NC-00350,Casemiro Criado Ayala,Madrid,2023-12-15,65,Estandar,31,,1,68.9,7,2167.48,Si
NC-00351,Elías Salazar Rodrigo,Soria,2022-10-24,42,Estandar,44,45.6,4,50.75,5,2831.44,No
NC-00352,María Dolores Salamanca Ribas,Valladolid,2023-03-22,52,Estandar,39,49.2,3,61.42,7,3106.75,No
NC-00353,Cándido Vila-Carbonell,Almería,2025-10-20,42,Estandar,8,15.5,3,212.08,6,447.45,Si
NC-00354,Irene Cantero Luque,Segovia,2024-03-27,46,Basico,27,21.2,2,27.41,8,1011.88,No
NC-00355,Lara Águila-Mendez,Tarragona,2026-04-08,35,Premium,3,86.3,2,91.34,6,254.5,Si
NC-00356,Damián Prats Ballesteros,Barcelona,2021-08-29,63,Basico,58,11.9,3,31.46,5,1814.04,Si
NC-00357,Cristian Mata Galván,Ceuta,2023-08-28,35,Estandar,34,38.3,2,59.33,3,2045.57,Si
NC-00358,Roberto Jaume Mancebo,Navarra,2026-01-29,19,Premium,5,60.3,0,83.44,6,429.61,Si
NC-00359,Azeneth Aguilera Valencia,Zaragoza,2023-06-03,71,Basico,37,19.2,5,29.21,3,1066.58,Si
NC-00360,Carmelita Castelló Pinto,Toledo,2023-01-28,52,Basico,41,13.7,2,32.78,7,1748.41,No
NC-00361,Ofelia de Vall,Albacete,2023-05-21,33,Basico,37,12.0,2,26.82,6,1305.09,No
NC-00362,Serafina del Bello,Huelva,2023-10-20,58,Premium,32,86.6,5,88.09,2,2850.98,Si
NC-00363,Tere Arnal Rubio,Córdoba,2021-09-01,53,Basico,58,19.5,1,20.67,8,1453.98,No
NC-00364,Jeremías Bermejo Millán,Madrid,2024-04-15,50,Basico,27,15.5,3,28.23,5,814.3,Si
NC-00365,Inés Quiroga-Rios,Navarra,2025-10-21,21,Basico,8,9.4,1,25.19,8,495.47,No
NC-00366,Baudelio Hermenegildo Almansa Morcillo,Murcia,2023-01-07,50,Basico,42,16.9,2,26.77,8,1482.34,No
NC-00367,Salvador Seguí Paredes,Cantabria,2025-01-12,31,Basico,18,11.3,2,29.77,8,895.81,No
NC-00368,Isaías Camacho Hervia,Murcia,2023-12-17,38,Estandar,31,18.4,6,53.84,1,1648.12,Si
NC-00369,Marita Pérez Zamora,Guadalajara,2022-03-05,65,Estandar,52,55.0,3,54.67,6,3576.93,No
NC-00370,Hector Menéndez Nicolás,Cuenca,2025-01-30,37,Basico,17,16.8,5,21.1,5,397.99,Si
NC-00371,Flavio de Benito,Asturias,2023-12-10,73,Basico,31,14.7,3,32.98,5,1029.41,Si
NC-00372,Melisa Carbonell,León,2022-01-18,25,Basico,53,13.6,0,35.12,7,2305.78,No
NC-00373,Lina Ferrera,Córdoba,2024-11-17,24,Basico,20,20.6,4,30.08,5,569.14,Si
NC-00374,Felicia Coloma Guzman,Lleida,2024-10-20,20,Estandar,20,70.9,1,60.76,9,1912.92,No
NC-00375,Camilo Jaén Figueroa,Vizcaya,2024-12-06,34,Estandar,19,44.5,3,59.46,3,1163.16,Si
NC-00376,Marcial Coronado Benet,Toledo,2024-05-13,50,Basico,26,10.9,0,38.98,8,1481.38,No
NC-00377,Rolando Uribe Simó,Albacete,2023-11-19,65,Estandar,31,38.5,1,51.01,8,1576.64,Si
NC-00378,Pía Sanchez-Moraleda,Vizcaya,2025-10-10,29,Basico,9,16.7,0,29.6,10,612.96,No
NC-00379,Bárbara Sabater Bayo,Guadalajara,2024-01-14,68,Premium,30,43.0,3,80.69,5,3393.54,No
NC-00380,Isaura Mateo Llobet,Sevilla,2023-06-18,39,Estandar,37,43.3,1,61.14,10,2988.23,No
NC-00381,Amor Ortiz-Vera,Cantabria,2023-12-23,72,Estandar,30,44.4,2,58.72,5,2405.28,No
NC-00382,Fabián Serrano Sans,Vizcaya,2026-05-11,39,Basico,2,20.3,3,33.04,4,108.56,Si
NC-00383,Ambrosio Peinado Madrid,Salamanca,2024-08-03,63,Premium,23,114.4,2,97.21,7,2232.51,Si
NC-00384,Mohamed Bosch Vendrell,Guadalajara,2023-04-08,47,Basico,39,15.4,6,36.49,1,1478.06,Si
NC-00385,Joaquina Armengol Sandoval,Segovia,2026-05-24,55,Basico,1,21.1,4,34.8,6,399.53,No
NC-00386,Modesta Fabra-Montoya,Baleares,2023-02-08,55,Basico,41,23.1,3,36.46,6,1879.4,No
NC-00387,Juanita Leyre Contreras Barrio,Melilla,2021-08-23,62,Basico,58,15.1,1,26.18,7,1824.34,No
NC-00388,Aroa Nuñez Blasco,Alicante,2021-09-23,68,Premium,57,98.4,3,100.81,5,5775.5,Si
NC-00389,Mireia Duque,Cádiz,2025-09-09,71,Estandar,10,22.3,2,53.62,6,499.61,Si
NC-00390,Duilio Río Saavedra,Cantabria,2023-04-01,25,Basico,39,9.2,1,27.6,8,1369.85,No
NC-00391,Lourdes Cuenca,Madrid,2025-03-19,44,Estandar,16,31.6,2,59.51,7,963.32,Si
NC-00392,Florencia Luna Ponce,Badajoz,2021-08-21,44,Premium,58,81.1,0,94.62,8,6614.01,No
NC-00393,Remedios Neira Badía,Ourense,2025-12-17,51,Premium,7,68.1,2,86.45,6,621.47,Si
NC-00394,Ana Sofía Murcia Busquets,Sevilla,2023-03-18,38,Estandar,40,39.6,5,58.09,5,2314.75,Si
NC-00395,Nidia del Luz,Melilla,2021-12-27,47,Premium,54,81.7,3,100.61,7,6651.81,No
NC-00396,Porfirio Conesa-Mínguez,Almería,2023-03-25,50,Premium,39,111.4,2,88.8,6,3504.18,Si
NC-00397,Lupe Cid Olmo,Ceuta,2023-04-16,45,Estandar,39,35.3,1,65.96,8,3327.43,No
NC-00398,Nacio Paco Pou Castelló,Álava,2023-04-05,64,Basico,39,5.9,1,29.38,7,1533.92,No
NC-00399,Olga Anselma Menendez Peñas,Segovia,2024-10-23,50,Basico,20,15.5,0,19.86,7,584.4,No
NC-00400,Ruth Castell Zurita,Ávila,2022-09-28,22,Premium,45,89.7,0,87.14,9,4985.26,No
NC-00401,Mohamed Roda Verdugo,Zaragoza,2024-09-29,65,Basico,21,11.6,4,26.34,5,595.72,Si
NC-00402,Agustina Pareja Mendizábal,Huesca,2024-06-19,36,Premium,24,91.9,0,91.07,9,3262.8,No
NC-00403,Custodio Noguera Torre,Huesca,2026-01-21,21,Basico,5,10.7,4,30.55,7,538.69,No
NC-00404,Daniel Cervantes,Salamanca,2021-10-30,52,Basico,56,16.3,2,18.11,8,1216.87,No
NC-00405,Antonio Marqués Cadenas,Melilla,2023-01-11,66,Basico,42,25.5,2,33.48,8,1825.48,No
NC-00406,Regina Zurita,Toledo,2023-03-11,34,Basico,40,7.8,4,25.5,2,952.25,Si
NC-00407,Natalio Navarro Castro,Granada,2021-08-08,61,Premium,59,79.7,1,99.92,8,7099.18,No
NC-00408,Florina Calista Cámara Escrivá,Castellón,2023-02-18,45,Premium,40,76.5,2,91.3,7,4759.46,No
NC-00409,Rufina Yaiza Daza Río,Badajoz,2023-10-23,47,Premium,32,81.3,3,97.84,4,3171.22,Si
NC-00410,Hernán Pastor Gámez,Murcia,2025-10-27,46,Estandar,8,50.2,4,65.57,5,1339.16,No
NC-00411,María Jesús López Sanchez,Cantabria,2024-05-05,63,Basico,26,17.2,5,37.14,4,960.8,Si
NC-00412,Juanito de Mendoza,Melilla,2026-01-04,70,Estandar,6,48.5,1,57.02,9,1034.4,No
NC-00413,Yaiza Ferrera Pedro,Ourense,2022-11-02,23,Estandar,44,40.3,1,56.13,7,3099.9,No
NC-00414,Isabela Serrano-Luján,Navarra,2024-12-25,52,Estandar,18,26.8,2,56.56,6,1067.4,Si
NC-00415,Lidia Álamo Riquelme,Valencia,2024-06-11,58,Basico,25,10.5,1,34.23,7,1287.24,No
NC-00416,Sebastian Flores Chacón,Vizcaya,2026-06-07,54,Estandar,1,47.5,4,57.2,7,50.0,Si
NC-00417,Amancio Terrón-Pera,Soria,2023-05-24,41,Estandar,37,41.7,5,58.57,5,2877.31,No
NC-00418,Aroa de López,Tarragona,2023-06-16,46,Premium,37,115.2,2,97.89,8,4806.28,No
NC-00419,Rico Cueto Llamas,Badajoz,2024-05-14,66,Premium,26,95.9,1,90.07,5,2318.6,Si
NC-00420,Yolanda Vilanova Colom,Zamora,2025-07-18,63,Estandar,12,28.2,3,52.98,5,638.67,Si
NC-00421,Apolonia Girona Sanmartín,Navarra,2022-01-01,70,Estandar,54,34.8,1,57.69,9,3781.31,No
NC-00422,Íngrid Amor Ribera,Málaga,2024-11-17,48,Estandar,20,,1,59.43,6,1859.62,No
NC-00423,Hector Vallés Pereira,Sevilla,2023-03-08,52,Basico,40,17.8,1,33.95,7,1747.0,No
NC-00424,Guadalupe de Perera,Murcia,2024-01-07,50,Premium,30,107.1,4,99.07,7,2977.25,Si
NC-00425,Alberto del Cabeza,Huelva,2025-04-30,69,Premium,14,69.0,2,86.4,6,1237.45,Si
NC-00426,Rosa María Coll Cervantes,Navarra,2023-03-15,38,Estandar,40,28.0,1,53.74,6,2796.57,No
NC-00427,Eric Sureda Chamorro,Huesca,2024-07-30,49,Basico,23,14.2,0,26.57,9,958.09,No
NC-00428,Jacinta Adadia Bernad,Valladolid,2023-04-27,40,Basico,38,20.8,2,39.14,5,1976.46,No
NC-00429,Eduardo Garriga Conde,Toledo,2023-09-07,50,Estandar,34,33.1,3,57.71,7,2623.6,No
NC-00430,Pascuala del Cantero,Pontevedra,2023-12-27,20,Basico,30,16.8,0,31.76,8,972.03,Si
NC-00431,Diego Eutropio Carro Asenjo,Ourense,2025-09-28,35,Premium,9,99.1,2,95.2,5,876.86,Si
NC-00432,Hugo del Barros,Jaén,2025-06-10,42,Basico,13,18.0,2,28.22,7,757.75,No
NC-00433,Silvio Valero Alegre,Huesca,2025-09-15,59,Basico,10,21.7,1,39.99,7,892.1,No
NC-00434,Maricela Herranz,León,2024-03-07,48,Premium,28,121.2,2,99.18,7,2740.0,Si
NC-00435,Esteban Román Abellán,Álava,2022-12-09,71,Estandar,43,34.1,3,58.61,7,3206.93,No
NC-00436,Feliciana Dalila Riera Exposito,Girona,2021-09-27,20,Basico,57,6.6,6,25.13,4,1678.39,No
NC-00437,Juan Francisco Palomo Bauzà,Melilla,2026-06-27,57,Basico,1,12.3,4,25.42,4,345.77,No
NC-00438,Macaria Vera,Granada,2023-07-07,63,Basico,36,15.3,1,29.99,9,1489.14,No
NC-00439,Manola Almagro,Granada,2022-08-19,41,Estandar,46,36.4,2,55.14,6,2464.71,Si
NC-00440,Trinidad Soriano Arranz,Castellón,2025-03-21,67,Basico,15,22.9,0,26.95,8,778.54,No
NC-00441,Florentina Izaguirre Alegre,Albacete,2021-12-18,49,Estandar,55,40.2,3,57.17,6,3845.31,No
NC-00442,Rocío Bauzà Ochoa,Navarra,2025-09-22,64,Premium,9,103.1,3,94.23,4,1946.53,No
NC-00443,Quique de Márquez,Badajoz,2021-12-23,39,Basico,54,15.9,3,32.3,7,1751.9,Si
NC-00444,Alfredo Ortuño Nevado,Lleida,2023-03-10,40,Premium,40,83.1,2,90.79,7,3600.27,Si
NC-00445,Severo Sobrino Tejero,Burgos,2021-11-02,19,Premium,56,51.5,0,85.11,9,5800.69,No
NC-00446,Santiago Cepeda Barroso,Córdoba,2025-07-05,44,Basico,12,14.7,3,26.61,6,640.54,No
NC-00447,Alicia Marcos Fortuny,Palencia,2023-11-18,59,Premium,32,155.1,2,106.57,8,4698.96,No
NC-00448,Ruy Flores Arnaiz,Ceuta,2022-07-21,19,Estandar,47,27.6,3,51.5,7,3010.93,No
NC-00449,Úrsula Menéndez Villalba,Zaragoza,2025-06-25,43,Premium,12,53.7,3,92.19,6,1083.08,Si
NC-00450,Sabina Sáenz Isern,Ávila,2024-10-05,34,Estandar,21,59.4,1,63.54,9,2111.87,No
NC-00451,Renato Feijoo Macias,Ourense,2023-01-05,57,Estandar,42,47.4,0,59.13,9,3177.94,No
NC-00452,Tere Asenjo Mármol,Toledo,2025-07-11,50,Estandar,12,41.9,5,68.03,4,820.83,Si
NC-00453,Bernabé Pedro-Rueda,Toledo,2023-09-01,26,Premium,34,117.3,1,99.24,7,3387.75,Si
NC-00454,Perlita Sabater Pomares,Zamora,2024-03-15,60,Estandar,28,31.7,2,67.38,6,1879.97,Si
NC-00455,Cayetana Valderrama Valencia,Cádiz,2022-07-03,71,Estandar,48,38.9,5,55.63,5,3372.45,No
NC-00456,Ángela Vives Lasa,Tarragona,2023-07-08,65,Premium,36,109.1,1,92.74,9,4445.95,No
NC-00457,Prudencio Rodriguez Bermúdez,Pontevedra,2024-08-17,56,Basico,23,23.4,1,34.98,8,1217.83,No
NC-00458,María Cristina Escribano Marin,Alicante,2023-10-09,46,Basico,33,10.3,5,29.72,5,961.81,Si
NC-00459,Aroa Bernal Mosquera,Ávila,2025-04-27,59,Basico,14,20.1,5,40.44,5,1082.64,No
NC-00460,Ezequiel Jacinto Rojas Diaz,Vizcaya,2022-05-28,72,Basico,49,16.5,4,33.36,7,2013.74,No
NC-00461,Felicia Salvador Arnal,Huelva,2021-08-05,43,Basico,59,15.7,2,26.35,7,1908.48,No
NC-00462,María Luisa Royo Llobet,La Rioja,2025-01-07,52,Premium,18,89.8,0,85.3,8,1540.29,Si
NC-00463,Anselmo Ramis Parra,Vizcaya,2025-10-26,67,Basico,8,9.5,1,30.56,9,691.66,No
NC-00464,Rosario Cuesta,Valencia,2024-05-21,42,Estandar,25,49.6,5,59.51,5,2182.06,No
NC-00465,Calixto Ríos Arana,Santa Cruz de Tenerife,2022-07-27,41,Basico,47,11.9,3,32.76,4,1577.98,Si
NC-00466,Anastasio Guzman Pazos,Almería,2026-04-25,30,Premium,2,68.4,0,97.89,9,211.09,Si
NC-00467,Fátima Antúnez Corral,Melilla,2025-03-20,24,Premium,15,107.7,1,101.17,8,2716.18,No
NC-00468,Flora Peral Saldaña,Guadalajara,2023-11-03,74,Estandar,32,47.9,1,56.9,8,2519.31,No
NC-00469,Luciano Cervantes Ávila,Guadalajara,2026-03-11,53,Premium,4,91.6,3,87.69,5,365.01,Si
